"RANK","INC_YEAR","COMPANY","3-YR GROWTH","REVENUE","INDUSTRY","YEARS","METRO_AREA"
"382","2012","Envisage Information Systems","983%","$13.1m","IT Services","","Ithaca, NY"
"383","2012","Thrillist Media Group","982%","$32.5m","Media","","New York City"
"384","2012","TDBBS","982%","$11.1m","Consumer Products & Services","","Richmond, VA"
"385","2012","CFN SERVICES","974%","$11m","Telecommunications","","Washington, DC"
"386","2012","Visual Logic Group","972%","$3.4m","Software","","Waterloo-Cedar Falls, IA"
"387","2012","DMI","972%","$103m","IT Services","","Washington, DC"
"388","2012","Netwrix","971%","$4.4m","Software","","Los Angeles"
"389","2012","Avondale Strategic Partners","970%","$5.4m","Financial Services","","Chicago"
"390","2012","Tiny Tots Therapy","963%","$2.5m","Health","","New York City"
"391","2012","Rockfarm Logistics","960%","$28.2m","Logistics & Transportation","","Nashville"
"392","2012","ClearOne Advantage","959%","$6m","Financial Services","","Baltimore"
"393","2012","e-Cycle","959%","$12.2m","Environmental Services","","Columbus, OH"
"394","2012","Teknicks","958%","$2.5m","Advertising & Marketing","","New York City"
"395","2012","Sunwarrior","952%","$5.3m","Health","","Las Vegas-Paradise, NV"
"396","2012","Securis","947%","$2.7m","Environmental Services","","Washington, DC"
"397","2012","BioResource International","938%","$12.7m","Business Products & Services","","Raleigh-Cary, NC"
"398","2012","Quincy Bioscience","937%","$12.7m","Health","","Madison, WI"
"399","2012","Lumitec Lighting","937%","$3.3m","Manufacturing","","Miami"
"400","2012","North Star Group","934%","$12.5m","Government Services","","Washington, DC"
"401","2012","MSi SSL","933%","$14.8m","Manufacturing","","Miami"
"402","2012","DefySupply.com","931%","$2.3m","Retail","","Minneapolis"
"403","2012","Advanced Chemical Concepts","929%","$7.6m","Manufacturing","","Cleveland"
"404","2012","ScribeAmerica","929%","$17.6m","Health","","Miami"
"405","2012","Smashburger","928%","$53m","Food & Beverage","","Denver"
"406","2012","Gnarus Advisors","927%","$14.9m","Business Products & Services","","Washington, DC"
"407","2012","Iconic Development","924%","$14m","Real Estate","","Chicago"
"408","2012","Slate Rock Safety","924%","$2.2m","Retail","","Cleveland"
"409","2012","Triad Semiconductor","911%","$5m","Computer Hardware","","Winston-Salem, NC"
"410","2012","DreamBrands","909%","$4.1m","Health","","Phoenix"
"411","2012","NW Auto Recyclers","907%","$13.4m","Manufacturing","","Seattle"
"412","2012","MPactWealth","905%","$2.7m","Education","","San Francisco"
"413","2012","Consumer United","904%","$4.8m","Insurance","","Boston"
"414","2012","Wound Care Advantage","904%","$6.8m","Health","","Los Angeles"
"415","2012","Braintree","895%","$9.8m","Financial Services","","Chicago"
"416","2012","Medicare.com","892%","$2.3m","Health","","Nashville"
"417","2012","Star2Star Communications","888%","$18.1m","Telecommunications","","North Port-Sarasota-Bradenton, FL"
"418","2012","ChaiOne","887%","$2.4m","Software","","Houston"
"419","2012","Prudent Infotech","886%","$2.3m","IT Services","","Philadelphia"
"420","2012","One Source Networks","884%","$21.6m","Telecommunications","","Austin"
"421","2012","USP&E Global","884%","$43.8m","Energy","","Dallas"
"422","2012","Shockoe Commerce","881%","$13.2m","Consumer Products & Services","","Richmond, VA"
"423","2012","Deluxe Marketing","880%","$11.9m","Advertising & Marketing","","Las Vegas-Paradise, NV"
"424","2012","ShopAtHome.com","877%","$77m","Advertising & Marketing","","Denver"
"425","2012","MyTicketIn.com","876%","$2.6m","Consumer Products & Services","","Houston"
"426","2012","BOS Security","873%","$2.2m","Security","","Athens-Clarke, GA"
"427","2012","Gilligan & Ferneman","873%","$2m","Retail","","Orlando, FL"
"428","2012","OmniPoint","873%","$49.8m","IT Services","","Miami"
"429","2012","WebMarketing123","871%","$8m","Advertising & Marketing","","San Francisco"
"430","2012","JESS3","868%","$3.9m","Advertising & Marketing","","Los Angeles"
"431","2012","Renewable Energy Group","864%","$824m","Energy","","Omaha-Council Bluffs, NE-IA"
"432","2012","Paragon Micro","864%","$65.9m","IT Services","","Chicago"
"433","2012","Insurance Care Direct","861%","$26.5m","Insurance","","Miami"
"434","2012","Acumen","861%","$4m","Software","","Austin"
"435","2012","EarthLED.com","859%","$2.9m","Retail","","Denver"
"436","2012","3Pillar Global","859%","$16.1m","Software","","Washington, DC"
"437","2012","Launchpad Advertising","854%","$4.5m","Advertising & Marketing","","New York City"
"438","2012","Graybach","853%","$3.7m","Construction","","Cincinnati"
"439","2012","Standard Solar","850%","$42.6m","Energy","","Washington, DC"
"440","2012","Vixxo","847%","$349.8m","Business Products & Services","","Phoenix"
"441","2012","Global Telesourcing","847%","$8.4m","Business Products & Services","","Washington, DC"
"442","2012","Utopia","847%","$39.4m","IT Services","","Chicago"
"443","2012","Elicere","847%","$4.4m","IT Services","","Washington, DC"
"444","2012","Gravitate Solutions","844%","$2.7m","Software","","Washington, DC"
"445","2012","StanSource","844%","$5m","IT Services","","Washington, DC"
"446","2012","Rise Interactive","844%","$10.6m","Advertising & Marketing","","Chicago"
"447","2012","Varrow","843%","$61.2m","IT Services","","Greensboro-High Point, NC"
"448","2012","R2 Unified Technologies","842%","$3m","IT Services","","Miami"
"449","2012","Infosemantics","842%","$5.7m","IT Services","","Dallas"
"450","2012","prizelogic","841%","$12.7m","Advertising & Marketing","","Detroit"
"451","2012","Sonatype","839%","$2m","Software","","Washington, DC"
"452","2012","Integrity Express Logistics","839%","$22.7m","Logistics & Transportation","","Cincinnati"
"453","2012","CLEAResult","837%","$70.2m","Energy","","Austin"
"454","2012","Petticoat-Schmitt Civil Contractors","837%","$10.8m","Construction","","Jacksonville, FL"
"455","2012","Erickson Builders & Co.","832%","$6m","Construction","","Minneapolis"
"456","2012","Rhythm Engineering","832%","$7.8m","Government Services","","Kansas City, MO-KS"
"457","2012","FortuneBuilders.com","831%","$19.8m","Education","","San Diego"
"458","2012","Yeti Coolers","829%","$29.1m","Consumer Products & Services","","Austin"
"459","2012","ProtectCell","828%","$33.2m","Security","","Detroit"
"460","2012","C2S Technologies","827%","$6.1m","IT Services","","Seattle"
"461","2012","Intuitive Technology Group","827%","$12.1m","IT Services","","Minneapolis"
"462","2012","CFC Print Solutions","825%","$4.3m","Business Products & Services","","Dallas"
"463","2012","Aimclear","823%","$3.4m","Advertising & Marketing","","Duluth, MN-WI"
"464","2012","Matrix Energy Services","822%","$14.5m","Energy","","Sacramento--Arden-Arcade--Roseville, CA"
"465","2012","Pothos","822%","$5.3m","Travel & Hospitality","","San Diego"
"466","2012","Ninety Five 5","822%","$13.6m","Business Products & Services","","Sarasota-Bradenton-Venice, FL"
"467","2012","AirWatch","821%","$21.7m","Software","","Atlanta"
"468","2012","A+ Government Solutions","821%","$24.4m","Government Services","","Washington, DC"
"469","2012","Veteran Corps of America","820%","$75.9m","Government Services","","St. Louis, MO-IL"
"470","2012","Night Vision Entertainment","818%","$3.8m","Business Products & Services","","Los Angeles"
"471","2012","Citywide Restoration","814%","$2.2m","Construction","","Tucson, AZ"
"472","2012","ROCS Entry Level Staffing","813%","$2.3m","Human Resources","","Washington, DC"
"473","2012","ASE Direct","812%","$21.3m","Government Services","","Nashville"
"474","2012","The Pedowitz Group","811%","$8.3m","Advertising & Marketing","","Atlanta"
"475","2012","Mobifusion","809%","$6.8m","Media","","San Francisco"
"476","2012","TreeFrog Data Solutions","808%","$2.4m","Health","","Palm Bay-Melbourne-Titusville, FL"
"477","2012","Cogent Data Solutions","807%","$4.5m","IT Services","","Chicago"
"478","2012","Stonegate Mortgage","807%","$23.7m","Financial Services","","Indianapolis, IN"
"479","2012","WillowTree","804%","$2.1m","Software","","Charlottesville, VA"
"480","2012","Lulus.com","803%","$17m","Retail","","Chico, CA"
"481","2012","MyNaturalMarket","801%","$6.8m","Retail","","Salt Lake City"
"482","2012","Metalogix","799%","$25.2m","IT Services","","Washington, DC"
"483","2012","RevGen Partners","795%","$7.1m","Business Products & Services","","Denver"
"484","2012","SNS LOGISTICS","793%","$3.5m","Logistics & Transportation","","Jacksonville, FL"
"485","2012","Teknetex","790%","$4.6m","Human Resources","","CBSA Metro Region"
"486","2012","QSS International","789%","$6m","Government Services","","Washington, DC"
"487","2012","Dean Media Group","786%","$14.2m","Advertising & Marketing","","Chicago"
"488","2012","Summit Learning Services","784%","$2m","Education","","Miami"
"489","2012","LongView International Technology Solutions","780%","$21.7m","IT Services","","Washington, DC"
"490","2012","MicroTech","777%","$342.2m","Government Services","","Washington, DC"
"491","2012","SEO.com","774%","$9m","Advertising & Marketing","","Salt Lake City"
"492","2012","HeadStream","774%","$4.4m","IT Services","","Philadelphia"
"493","2012","Sweet Spot Marketing","773%","$2m","Advertising & Marketing","","Kansas City, MO-KS"
"494","2012","AA Metals","772%","$101.4m","Manufacturing","","Orlando, FL"
"495","2012","OuterBox Solutions","771%","$2m","Advertising & Marketing","","Akron, OH"
"496","2012","Arteris","768%","$14.4m","Computer Hardware","","San Jose"
"497","2012","CAF Environmental Solutions","766%","$4.1m","Business Products & Services","","Seattle"
"498","2012","Polu Kai Services","763%","$36.5m","Government Services","","Washington, DC"
"499","2012","Position Logic","763%","$2.4m","Software","","Cape Coral-Fort Myers, FL"
"500","2012","MCT TRADING","762%","$4.3m","Business Products & Services","","San Diego"
"1","2013","Fuhu","42,148%","$117.8m","Consumer Products & Services","","Los Angeles"
"2","2013","FederalConference.com","24,831%","$49.6m","Government Services","","Washington, DC"
"3","2013","The HCI Group","24,545%","$25.5m","Health","","Jacksonville, FL"
"4","2013","Bridger","23,308%","$1.9b","Energy","","Dallas"
"5","2013","DataXu","21,337%","$87m","Advertising & Marketing","","Boston"
"6","2013","Milestone Community Builders","17,938%","$45.6m","Real Estate","","Austin"
"7","2013","Value Payment Systems","17,404%","$25.4m","Financial Services","","CBSA Metro Region"
"8","2013","Emerge Digital Group","17,064%","$23.8m","Advertising & Marketing","","San Francisco"
"9","2013","Goal Zero","16,981%","$33.1m","Consumer Products & Services","","Salt Lake City"
"10","2013","Yagoozon","16,689%","$18.6m","Retail","","Providence-New Bedford-Fall River, RI-MA"
"11","2013","OBXtek","16,433%","$29.6m","Government Services","","Washington, DC"
"12","2013","AdRoll","15,065%","$34.1m","Advertising & Marketing","","San Francisco"
"13","2013","uBreakiFix","14,102%","$17m","Retail","","Orlando, FL"
"14","2013","SPARC","12,863%","$21.1m","Software","","Charleston-North Charleston, SC"
"15","2013","LivingSocial","12,333%","$536m","Consumer Products & Services","","Washington, DC"
"16","2013","Amped Wireless","11,068%","$14.2m","Computer Hardware","","Riverside-San Bernardino-Ontario, CA"
"21","2013","Level 11","9,044%","$9.6m","IT Services","","Seattle"
"22","2013","Patient Conversation Media","8,782%","$9.7m","Health","","Austin"
"23","2013","Wingspan Portfolio Advisors","8,769%","$76.9m","Financial Services","","Dallas"
"24","2013","Vets First Choice","8,585%","$14.6m","Health","","Portland-South Portland, ME"
"25","2013","Timberhorn","8,516%","$13.7m","IT Services","","Dallas"
"26","2013","BeenVerified","8,443%","$13.7m","Consumer Products & Services","","New York City"
"27","2013","Trada","8,101%","$12.5m","Advertising & Marketing","","Boulder, CO"
"28","2013","Kony","7,786%","$51.1m","Software","","Orlando, FL"
"29","2013","OneSource Virtual","7,353%","$23.4m","Business Products & Services","","Dallas"
"30","2013","Sailthru","7,322%","$8m","Advertising & Marketing","","New York City"
"31","2013","Innovolt","7,248%","$8m","Business Products & Services","","Atlanta"
"32","2013","Provider Power","7,224%","$56.7m","Energy","","Lewiston-Auburn, ME"
"33","2013","Zurple","7,112%","$7.6m","Software","","San Diego"
"34","2013","US Logistics","7,087%","$48.3m","Logistics & Transportation","","Cincinnati"
"35","2013","McAfee Institute","7,063%","$15m","Education","","Peoria, IL"
"36","2013","Now Communications","6,764%","$7m","Consumer Products & Services","","Phoenix"
"37","2013","YellowHammer","6,740%","$17.9m","Advertising & Marketing","","New York City"
"38","2013","Conductor","6,702%","$7.1m","Advertising & Marketing","","New York City"
"39","2013","Intellect Resources","6,554%","$30m","Health","","Greensboro-High Point, NC"
"40","2013","Phunware","6,527%","$8.1m","Software","","Austin"
"41","2013","NSR Solutions","6,392%","$10m","Government Services","","Washington, DC"
"42","2013","Pangea Properties","6,218%","$28.2m","Real Estate","","Chicago"
"43","2013","Field Nation","6,031%","$27.6m","Business Products & Services","","Minneapolis"
"44","2013","The Joint","5,962%","$7.3m","Health","","Phoenix"
"45","2013","Silver Spring Networks","5,867%","$196.7m","Energy","","San Francisco"
"46","2013","ThinkLite","5,525%","$8.4m","Energy","","Boston"
"47","2013","29 Prime","5,443%","$13.8m","Advertising & Marketing","","Los Angeles"
"48","2013","Cinium Financial Services","5,365%","$5.9m","Financial Services","","Miami"
"49","2013","Solar Alliance of America","5,337%","$17.2m","Energy","","San Diego"
"50","2013","Saratoga Roofing & Construction","5,328%","$29.2m","Construction","","Oklahoma City, OK"
"51","2013","Madwire","5,254%","$6.9m","Advertising & Marketing","","Fort Collins, CO"
"52","2013","Eventus Solutions Group","5,221%","$6.3m","Business Products & Services","","Denver"
"53","2013","LabTech Software","5,208%","$23m","Software","","Tampa"
"54","2013","Altitude Digital","5,162%","$11.4m","Advertising & Marketing","","Denver"
"55","2013","DSFederal","5,151%","$9.3m","Government Services","","Washington, DC"
"56","2013","Pinnacle Strategies","5,134%","$6.9m","Business Products & Services","","Dallas"
"57","2013","Lead5 Media","5,016%","$35.5m","Advertising & Marketing","","San Francisco"
"58","2013","eGumball","5,015%","$9.6m","Advertising & Marketing","","Los Angeles"
"59","2013","Doc Popcorn","5,011%","$7.1m","Retail","","Boulder, CO"
"60","2013","Red Frog Events","4,957%","$49.4m","Consumer Products & Services","","Chicago"
"61","2013","MHD Enterprises","4,942%","$7.2m","Business Products & Services","","Austin"
"62","2013","Wilson Legal Solutions","4,839%","$5.5m","IT Services","","Philadelphia"
"63","2013","TUNE","4,837%","$7.3m","Advertising & Marketing","","Seattle"
"64","2013","GSC Packaging","4,813%","$112.5m","Manufacturing","","Atlanta"
"65","2013","ethosIQ","4,768%","$6.9m","Business Products & Services","","Houston"
"66","2013","Celebrity Auto Group","4,745%","$16.2m","Consumer Products & Services","","Sarasota-Bradenton-Venice, FL"
"67","2013","Crescendo Bioscience","4,740%","$5.4m","Health","","San Francisco"
"68","2013","ReTargeter","4,739%","$6.4m","Advertising & Marketing","","San Francisco"
"69","2013","C-4 Analytics","4,646%","$4.8m","Advertising & Marketing","","Boston"
"70","2013","33Across","4,499%","$27.9m","Advertising & Marketing","","New York City"
"71","2013","LiveIntent","4,485%","$6.9m","Advertising & Marketing","","New York City"
"72","2013","Rocket Fuel","4,451%","$106.5m","Advertising & Marketing","","San Francisco"
"73","2013","iSend","4,441%","$105.7m","Financial Services","","New Haven-Milford, CT"
"74","2013","BidPal","4,323%","$10.2m","Business Products & Services","","Indianapolis, IN"
"75","2013","Equinox Business Solutions","4,235%","$82.5m","Business Products & Services","","Salt Lake City"
